"Result","Competitor","Nat","Venue","Date","Gender","Event","StateDope"
"13.01","Dayron Robles","CUB","Zürich (Letzigrund)","2011-09-08","men","110mh","NULL"
"13.01","David Oliver","USA","Monaco (Stade Louis II)","2010-07-22","men","110mh","NULL"
"13.01","Allen Johnson","USA","Roma (Stadio Olimpico)","1999-07-07","men","110mh","NULL"
"13.01","Dominique Arnold","USA","Carson, CA","2005-06-24","men","110mh","NULL"
"13.01","Orlando Ortega","CUB","Monaco (Stade Louis II)","2014-07-18","men","110mh","NULL"
"13.01","Dayron Robles","CUB","Lausanne (Pontaise)","2010-07-08","men","110mh","NULL"
"13.01","Aries Merritt","USA","Eugene, OR","2012-06-30","men","110mh","NULL"
"13.01","Allen Johnson","USA","Stuttgart (Gottlieb-Daimler Stadion)","2006-09-09","men","110mh","NULL"
"13.01","Xiang Liu","CHN","Lausanne (Pontaise)","2007-07-10","men","110mh","NULL"
"13.02","Mark Crear","USA","Luzern","1995-06-27","men","110mh","NULL"
"13.02","Terrence Trammell","USA","Lausanne (Pontaise)","2006-07-11","men","110mh","NULL"
"13.02","Terrence Trammell","USA","Carson, CA","2005-06-24","men","110mh","NULL"
"13.02","Colin Jackson","GBR","Budapest","1998-08-22","men","110mh","NULL"
"13.02","Colin Jackson","GBR","Budapest (Népstadion)","1998-08-22","men","110mh","NULL"
"13.02","Roger Kingdom","USA","Berlin","1989-08-18","men","110mh","NULL"
"13.02","Colin Jackson","GBR","Berlin (Olympiastadion)","1994-08-30","men","110mh","NULL"
"13.02","Ladji Doucouré","FRA","Paris Saint-Denis","2005-07-01","men","110mh","NULL"
"13.02","David Payne","USA","Osaka (Nagai Stadium)","2007-08-31","men","110mh","NULL"
"13.02","Ryan Wilson","USA","New York City (Icahn), NY","2007-06-02","men","110mh","NULL"
"3:26.00","Hicham El Guerrouj","MAR","Roma (Stadio Olimpico)","1998-07-14","men","1500m","NULL"
"3:26.12","Hicham El Guerrouj","MAR","Bruxelles","2001-08-24","men","1500m","NULL"
"3:26.34","Bernard Lagat","KEN","Bruxelles","2001-08-24","men","1500m","NULL"
"3:26.45","Hicham El Guerrouj","MAR","Zürich","1998-08-12","men","1500m","NULL"
"3:26.69","Asbel Kiprop","KEN","Monaco (Stade Louis II)","2015-07-17","men","1500m","NULL"
"3:26.89","Hicham El Guerrouj","MAR","Zürich","2002-08-16","men","1500m","NULL"
"3:26.96","Hicham El Guerrouj","MAR","Rieti","2002-09-08","men","1500m","NULL"
"3:27.21","Hicham El Guerrouj","MAR","Zürich","2000-08-11","men","1500m","NULL"
"3:27.34","Hicham El Guerrouj","MAR","Monaco (Stade Louis II)","2002-07-19","men","1500m","NULL"
"3:27.37","Noureddine Morceli","ALG","Nice","1995-07-12","men","1500m","NULL"
"3:27.40","Bernard Lagat","KEN","Zürich","2004-08-06","men","1500m","NULL"
"3:27.52","Noureddine Morceli","ALG","Monaco (Stade Louis II)","1995-07-25","men","1500m","NULL"
"3:27.64","Silas Kiplagat","KEN","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:27.64","Hicham El Guerrouj","MAR","Zürich","2004-08-06","men","1500m","NULL"
"3:27.65","Hicham El Guerrouj","MAR","Sevilla (La Cartuja)","1999-08-24","men","1500m","NULL"
"3:27.72","Asbel Kiprop","KEN","Monaco (Stade Louis II)","2013-07-19","men","1500m","NULL"
"3:27.91","Bernard Lagat","KEN","Monaco (Stade Louis II)","2002-07-19","men","1500m","NULL"
"3:28.12","Noah Ngeny","KEN","Zürich","2000-08-11","men","1500m","NULL"
"3:28.37","Hicham El Guerrouj","MAR","Monaco (Stade Louis II)","1998-08-08","men","1500m","NULL"
"3:28.37","Noureddine Morceli","ALG","Monaco (Stade Louis II)","1995-09-09","men","1500m","NULL"
"3:28.38","Hicham El Guerrouj","MAR","Saint-Denis","2001-07-06","men","1500m","NULL"
"3:28.40","Hicham El Guerrouj","MAR","Bruxelles (Boudewijnstadion)","2003-09-05","men","1500m","NULL"
"3:28.45","Asbel Kiprop","KEN","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:28.51","Bernard Lagat","KEN","Zürich","2000-08-11","men","1500m","NULL"
"3:28.57","Hicham El Guerrouj","MAR","Zürich","1999-08-11","men","1500m","NULL"
"3:28.73","Noah Ngeny","KEN","Sevilla (La Cartuja)","1999-08-24","men","1500m","NULL"
"3:28.75","Taoufik Makhloufi","ALG","Monaco (Stade Louis II)","2015-07-17","men","1500m","NULL"
"3:28.79","Abdalaati Iguider","MAR","Monaco (Stade Louis II)","2015-07-17","men","1500m","NULL"
"3:28.81","Ronald Kwemoi","KEN","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:28.81","Mohamed Farah","GBR","Monaco (Stade Louis II)","2013-07-19","men","1500m","NULL"
"3:28.84","Noah Ngeny","KEN","Paris (Charléty)","1999-07-21","men","1500m","NULL"
"3:28.86","Noureddine Morceli","ALG","Rieti","1992-09-06","men","1500m","NULL"
"3:28.88","Asbel Kiprop","KEN","Monaco (Stade Louis II)","2012-07-20","men","1500m","NULL"
"3:28.91","Hicham El Guerrouj","MAR","Zürich","1997-08-13","men","1500m","NULL"
"3:28.92","Hicham El Guerrouj","MAR","Bruxelles","1997-08-22","men","1500m","NULL"
"3:28.93","Mohamed Farah","GBR","Monaco (Stade Louis II)","2015-07-17","men","1500m","NULL"
"3:28.93","Noah Ngeny","KEN","München (Olympiastadion)","1999-09-11","men","1500m","NULL"
"3:28.95","Fermín Cacho","ESP","Zürich","1997-08-13","men","1500m","NULL"
"3:28.98","Mehdi Baala","FRA","Bruxelles (Boudewijnstadion)","2003-09-05","men","1500m","NULL"
"3:29.02","Daniel Kipchirchir Komen","KEN","Roma (Stadio Olimpico)","2006-07-14","men","1500m","NULL"
"3:29.05","Hicham El Guerrouj","MAR","Bruxelles","1996-08-23","men","1500m","NULL"
"3:29.06","Hicham El Guerrouj","MAR","Zürich (Letzigrund)","2001-08-17","men","1500m","NULL"
"3:29.08","Hicham El Guerrouj","MAR","Rieti","2001-09-02","men","1500m","NULL"
"3:29.12","Hicham El Guerrouj","MAR","Oslo (Bislett)","1998-07-09","men","1500m","NULL"
"3:29.13","Hicham El Guerrouj","MAR","Zürich","2003-08-15","men","1500m","NULL"
"3:29.14","Rashid Ramzi","BRN","Roma (Stadio Olimpico)","2006-07-14","men","1500m","NULL"
"3:29.18","Hicham El Guerrouj","MAR","Heusden-Zolder","2004-07-31","men","1500m","NULL"
"3:29.18","Vénuste Niyongabo","BDI","Bruxelles","1997-08-22","men","1500m","NULL"
"3:29.18","Asbel Kiprop","KEN","Doha (Hamad Bin Suhaim)","2014-05-09","men","1500m","NULL"
"3:29.19","Noah Ngeny","KEN","Bruxelles","1999-09-03","men","1500m","NULL"
"3:29.20","Noureddine Morceli","ALG","Narbonne","1993-06-20","men","1500m","NULL"
"3:29.21","Bernard Lagat","KEN","Paris Saint-Denis","2004-07-23","men","1500m","NULL"
"3:29.27","Hicham El Guerrouj","MAR","Paris (Charléty)","2002-09-14","men","1500m","NULL"
"3:29.27","Silas Kiplagat","KEN","Monaco (Stade Louis II)","2010-07-22","men","1500m","NULL"
"3:29.29","William Chirchir","KEN","Bruxelles","2001-08-24","men","1500m","NULL"
"3:29.30","Bernard Lagat","USA","Rieti","2005-08-28","men","1500m","NULL"
"3:29.30","Hicham El Guerrouj","MAR","Stockholm","1997-07-07","men","1500m","NULL"
"3:29.33","Asbel Kiprop","KEN","Birmingham (Alexander), GBR","2016-06-05","men","1500m","NULL"
"3:29.43","Vénuste Niyongabo","BDI","Zürich","1997-08-13","men","1500m","NULL"
"3:29.46","Saïd Aouita","MAR","Berlin","1985-08-23","men","1500m","NULL"
"3:29.46","Daniel Komen","KEN","Monaco (Stade Louis II)","1997-08-16","men","1500m","NULL"
"3:29.47","Augustine Kiprono Choge","KEN","Berlin (Olympiastadion)","2009-06-14","men","1500m","NULL"
"3:29.50","Caleb Mwangangi Ndiku","KEN","Monaco (Stade Louis II)","2013-07-19","men","1500m","NULL"
"3:29.50","Noureddine Morceli","ALG","Paris","1996-06-28","men","1500m","NULL"
"3:29.51","Hicham El Guerrouj","MAR","Hengelo (Blankers-Koen Stadion)","1997-05-31","men","1500m","NULL"
"3:29.51","Ali Saïdi-Sief","ALG","Lausanne (Pontaise)","2001-07-04","men","1500m","NULL"
"3:29.53","Amine Laalou","MAR","Monaco (Stade Louis II)","2010-07-22","men","1500m","NULL"
"3:29.57","Noureddine Morceli","ALG","Rieti","1993-09-05","men","1500m","NULL"
"3:29.58","Ayanleh Souleiman","DJI","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:29.59","Hicham El Guerrouj","MAR","Stockholm","1996-07-08","men","1500m","NULL"
"3:29.63","Silas Kiplagat","KEN","Doha (Hamad Bin Suhaim)","2012-05-11","men","1500m","NULL"
"3:29.66","Nicholas Willis","NZL","Monaco (Stade Louis II)","2015-07-17","men","1500m","NULL"
"3:29.67","Elijah Motonei Manangoi","KEN","Monaco (Stade Louis II)","2015-07-17","men","1500m","NULL"
"3:29.67","Steve Cram","GBR","Nice","1985-07-16","men","1500m","NULL"
"3:29.67","Hicham El Guerrouj","MAR","Bruxelles","1998-08-28","men","1500m","NULL"
"3:29.68","Bernard Lagat","USA","Rieti","2006-08-27","men","1500m","NULL"
"3:29.70","Silas Kiplagat","KEN","Doha (Hamad Bin Suhaim)","2014-05-09","men","1500m","NULL"
"3:29.71","Saïd Aouita","MAR","Nice","1985-07-16","men","1500m","NULL"
"3:29.72","Hicham El Guerrouj","MAR","Oslo","1997-07-04","men","1500m","NULL"
"3:29.72","Daniel Kipchirchir Komen","KEN","Berlin (Olympiastadion)","2005-09-04","men","1500m","NULL"
"3:29.76","Hicham El Guerrouj","MAR","Roma (Stadio Olimpico)","2003-07-11","men","1500m","NULL"
"3:29.77","Nixon Kiplimo Chepseba","KEN","Monaco (Stade Louis II)","2012-07-20","men","1500m","NULL"
"3:29.77","Sebastian Coe","GBR","Rieti","1986-09-07","men","1500m","NULL"
"3:29.77","Sydney Maree","USA","Köln","1985-08-25","men","1500m","NULL"
"3:29.78","Asbel Kiprop","KEN","Doha (Hamad Bin Suhaim)","2012-05-11","men","1500m","NULL"
"3:29.79","Noah Ngeny","KEN","Monaco (Stade Louis II)","1999-08-04","men","1500m","NULL"
"3:29.83","Abdalaati Iguider","MAR","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:29.85","Hicham El Guerrouj","MAR","Roma (Stadio Olimpico)","2001-06-29","men","1500m","NULL"
"3:29.90","Nixon Kiplimo Chepseba","KEN","Hengelo (Blankers-Koen Stadion)","2012-05-27","men","1500m","NULL"
"3:29.91","Laban Rotich","KEN","Zürich","1998-08-12","men","1500m","NULL"
"3:29.91","Nicholas Willis","NZL","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:29.91","Aman Wote","ETH","Monaco (Stade Louis II)","2014-07-18","men","1500m","NULL"
"3:29.95","Hicham El Guerrouj","MAR","Bruxelles","2002-08-30","men","1500m","NULL"
"3:29.96","Hicham El Guerrouj","MAR","Paris Saint-Denis","2002-07-05","men","1500m","NULL"
"3:29.99","Noureddine Morceli","ALG","Rieti","1996-09-01","men","1500m","NULL"
"3:29.99","Noah Ngeny","KEN","Roma (Stadio Olimpico)","2000-06-30","men","1500m","NULL"
"3:30.00","Hicham El Guerrouj","MAR","Berlin (Olympiastadion)","2002-09-06","men","1500m","NULL"
"3:30.00","Rashid Ramzi","BRN","Roma (Stadio Olimpico)","2005-07-08","men","1500m","NULL"
"3:30.01","Daniel Kipchirchir Komen","KEN","Paris Saint-Denis","2005-07-01","men","1500m","NULL"
"3:30.04","Timothy Too Kiptanui","KEN","Paris Saint-Denis","2004-07-23","men","1500m","NULL"
"19.19","Usain Bolt","JAM","Berlin (Olympiastadion)","2009-08-20","men","200m","NULL"
"19.26","Yohan Blake","JAM","Bruxelles (Boudewijnstadion)","2011-09-16","men","200m","NULL"
"19.30","Usain Bolt","JAM","Beijing (National Stadium)","2008-08-20","men","200m","NULL"
"19.32","Usain Bolt","JAM","London (Olympic Stadium)","2012-08-09","men","200m","NULL"
"19.32","Michael Johnson","USA","Atlanta (Olympic Stadium), GA","1996-08-01","men","200m","NULL"
"19.40","Usain Bolt","JAM","Daegu (DS)","2011-09-03","men","200m","NULL"
"19.44","Yohan Blake","JAM","London (Olympic Stadium)","2012-08-09","men","200m","NULL"
"19.53","Walter Dix","USA","Bruxelles (Boudewijnstadion)","2011-09-16","men","200m","NULL"
"19.54","Yohan Blake","JAM","Bruxelles (Boudewijnstadion)","2012-09-07","men","200m","NULL"
"19.55","Usain Bolt","JAM","Beijing (National Stadium)","2015-08-27","men","200m","NULL"
"19.56","Usain Bolt","JAM","Kingston (NS), JAM","2010-05-01","men","200m","NULL"
"19.57","Justin Gatlin","USA","Eugene (Hayward Field), OR","2015-06-28","men","200m","NULL"
"19.57","Usain Bolt","JAM","Bruxelles (Boudewijnstadion)","2009-09-04","men","200m","NULL"
"19.58","Usain Bolt","JAM","Lausanne (Pontaise)","2012-08-23","men","200m","NULL"
"19.58","Tyson Gay","USA","New York City (Icahn), NY","2009-05-30","men","200m","NULL"
"19.59","Usain Bolt","JAM","Lausanne (Pontaise)","2009-07-07","men","200m","NULL"
"19.62","Tyson Gay","USA","Indianapolis, IN","2007-06-24","men","200m","NULL"
"19.63","Usain Bolt","JAM","Lausanne (Pontaise)","2008-09-02","men","200m","NULL"
"19.63","Xavier Carter","USA","Lausanne (Pontaise)","2006-07-11","men","200m","NULL"
"19.65","Wallace Spearmon","USA","Daegu","2006-09-28","men","200m","NULL"
"19.66","Usain Bolt","JAM","Moskva (Luzhniki)","2013-08-17","men","200m","NULL"
"19.66","Michael Johnson","USA","Atlanta, GA","1996-06-23","men","200m","NULL"
"19.66","Usain Bolt","JAM","Zürich (Letzigrund)","2012-08-30","men","200m","NULL"
"19.67","Usain Bolt","JAM","Athína (Olympic Stadium)","2008-07-13","men","200m","NULL"
"19.68","Justin Gatlin","USA","Monaco (Stade Louis II)","2014-07-18","men","200m","NULL"
"19.68","Justin Gatlin","USA","Eugene (Hayward Field), OR","2015-05-30","men","200m","NULL"
"19.68","Usain Bolt","JAM","Thessaloníki","2009-09-13","men","200m","NULL"
"19.68","Frank Fredericks","NAM","Atlanta (Olympic Stadium), GA","1996-08-01","men","200m","NULL"
"19.68","Tyson Gay","USA","Stuttgart (Gottlieb-Daimler Stadion)","2006-09-10","men","200m","NULL"
"19.69","Walter Dix","USA","Gainesville, FL","2007-05-26","men","200m","NULL"
"19.70","Tyson Gay","USA","Lausanne (Pontaise)","2006-07-11","men","200m","NULL"
"19.70","Walter Dix","USA","Daegu (DS)","2011-09-03","men","200m","NULL"
"19.71","Michael Johnson","USA","Pietersburg","2000-03-18","men","200m","NULL"
"19.71","Justin Gatlin","USA","Bruxelles (Boudewijnstadion)","2014-09-05","men","200m","NULL"
"19.72","Pietro Mennea","ITA","Ciudad de México","1979-09-12","men","200m","NULL"
"19.72","Walter Dix","USA","Eugene (Hayward Field), OR","2010-07-03","men","200m","NULL"
"19.72","Tyson Gay","USA","Monaco (Stade Louis II)","2010-07-22","men","200m","NULL"
"19.73","Usain Bolt","JAM","Paris Saint-Denis (Stade de France)","2013-07-06","men","200m","NULL"
"19.73","Michael Marsh","USA","Barcelona (Estadio Olímpico)","1992-08-05","men","200m","NULL"
"19.74","LaShawn Merritt","USA","Eugene (Hayward Field), OR","2016-07-08","men","200m","NULL"
"19.74","Justin Gatlin","USA","Beijing (National Stadium)","2015-08-27","men","200m","NULL"
"19.75","Justin Gatlin","USA","Eugene (Hayward Field), OR","2016-07-09","men","200m","NULL"
"19.75","Usain Bolt","JAM","Kingston (NS), JAM","2007-06-24","men","200m","NULL"
"19.75","Joe DeLoach","USA","Seoul (Olympic Stadium)","1988-09-28","men","200m","NULL"
"19.75","Carl Lewis","USA","Indianapolis, IN","1983-06-19","men","200m","NULL"
"19.76","Tyson Gay","USA","Osaka (Nagai Stadium)","2007-08-30","men","200m","NULL"
"19.76","Tyson Gay","USA","Eugene (Hayward Field), OR","2010-07-03","men","200m","NULL"
"19.76","Usain Bolt","JAM","Shanghai (SS)","2010-05-23","men","200m","NULL"
"19.76","Usain Bolt","JAM","London (Crystal Palace)","2008-07-26","men","200m","NULL"
"19.77","Michael Johnson","USA","Stockholm","1996-07-08","men","200m","NULL"
"19.77","Ato Boldon","TTO","Stuttgart","1997-07-13","men","200m","NULL"
"19.78","Yohan Blake","JAM","Monaco (Stade Louis II)","2010-07-22","men","200m","NULL"
"19.78","Tyson Gay","USA","Lausanne (Pontaise)","2007-07-10","men","200m","NULL"
"19.78","Usain Bolt","JAM","Rio de Janeiro (Estádio Olímpico)","2016-08-17","men","200m","NULL"
"19.78","LaShawn Merritt","USA","Nassau (T. Robinson Stadium)","2016-04-16","men","200m","NULL"
"19.78","Usain Bolt","JAM","Rio de Janeiro (Estádio Olímpico)","2016-08-18","men","200m","NULL"
"19.79","Warren Weir","JAM","Kingston (NS), JAM","2013-06-23","men","200m","NULL"
"19.79","Shawn Crawford","USA","Athína (Olympic Stadium)","2004-08-26","men","200m","NULL"
"19.79","Warren Weir","JAM","Moskva (Luzhniki)","2013-08-17","men","200m","NULL"
"19.79","LaShawn Merritt","USA","Eugene (Hayward Field), OR","2016-07-09","men","200m","NULL"
"19.79","Usain Bolt","JAM","Oslo (Bislett)","2013-06-13","men","200m","NULL"
"19.79","Wallace Spearmon","USA","Zürich (Letzigrund)","2010-08-19","men","200m","NULL"
"19.79","Tyson Gay","USA","Bruxelles (Boudewijnstadion)","2006-08-25","men","200m","NULL"
"19.79","Michael Johnson","USA","Göteborg (Ullevi Stadium)","1995-08-11","men","200m","NULL"
"19.79","Carl Lewis","USA","Seoul (Olympic Stadium)","1988-09-28","men","200m","NULL"
"19.79","Michael Johnson","USA","New Orleans, LA","1992-06-28","men","200m","NULL"
"19.80","Christophe Lemaitre","FRA","Daegu (DS)","2011-09-03","men","200m","NULL"
"19.80","Carl Lewis","USA","Los Angeles (Memorial Coliseum)","1984-08-08","men","200m","NULL"
"19.80","Andre De Grasse","CAN","Rio de Janeiro (Estádio Olímpico)","2016-08-17","men","200m","NULL"
"19.80","Rasheed Dwyer","JAM","Toronto (CIBC)","2015-07-23","men","200m","NULL"
"19.80","Yohan Blake","JAM","Kingston (NS), JAM","2012-07-01","men","200m","NULL"
"19.80","Ato Boldon","TTO","Atlanta (Olympic Stadium), GA","1996-08-01","men","200m","NULL"
"19.81","Frank Fredericks","NAM","Fukuoka","1997-09-13","men","200m","NULL"
"19.81","Churandy Martina","NED","Lausanne (Pontaise)","2016-08-25","men","200m","NULL"
"19.81","Alonso Edward","PAN","Berlin (Olympiastadion)","2009-08-20","men","200m","NULL"
"19.82","Ato Boldon","TTO","Stockholm","1997-07-07","men","200m","NULL"
"19.82","Warren Weir","JAM","New York City (Icahn), NY","2014-06-14","men","200m","NULL"
"19.82","Carl Lewis","USA","Sestriere","1988-08-11","men","200m","NULL"
"19.82","Wallace Spearmon","USA","New York City (Icahn), NY","2007-06-02","men","200m","NULL"
"19.82","Frank Fredericks","NAM","Oslo","1996-07-05","men","200m","NULL"
"19.83","Michael Johnson","USA","Atlanta, GA","1996-05-18","men","200m","NULL"
"19.83","Usain Bolt","JAM","Kingston (NS), JAM","2012-07-01","men","200m","NULL"
"19.83","Usain Bolt","JAM","Ostrava","2008-06-12","men","200m","NULL"
"19.83","Tommie Smith","USA","Ciudad de México (Estadio Olímpico)","1968-10-16","men","200m","NULL"
"19.84","Tyson Gay","USA","London (Crystal Palace)","2006-07-28","men","200m","NULL"
"19.84","Alonso Edward","PAN","Lausanne (Pontaise)","2014-07-03","men","200m","NULL"
"19.84","Francis Obikwelu","NGR","Sevilla (La Cartuja)","1999-08-25","men","200m","NULL"
"19.84","Carl Lewis","USA","Los Angeles, CA","1984-06-19","men","200m","NULL"
"19.84","Warren Weir","JAM","London (Olympic Stadium)","2012-08-09","men","200m","NULL"
"19.85","Churandy Martina","NED","Lausanne (Pontaise)","2012-08-23","men","200m","NULL"
"19.85","Frank Fredericks","NAM","Stuttgart (Gottlieb-Daimler Stadion)","1993-08-20","men","200m","NULL"
"19.85","Wallace Spearmon","USA","Rieti (Guidobaldi)","2010-08-29","men","200m","NULL"
"19.85","Nickel Ashmeade","JAM","Zürich (Letzigrund)","2012-08-30","men","200m","NULL"
"19.85","Wallace Spearmon","USA","Berlin (Olympiastadion)","2009-08-20","men","200m","NULL"
"19.85","Konstadínos Kedéris","GRE","München","2002-08-09","men","200m","NULL"
"19.85","Shawn Crawford","USA","Pretoria","2002-04-12","men","200m","NULL"
"19.85","John Capel","USA","Sacramento, CA","2000-07-23","men","200m","NULL"
"19.85","Ato Boldon","TTO","Lausanne","1996-07-03","men","200m","NULL"
"19.85","Michael Johnson","USA","Edinburgh","1990-07-06","men","200m","NULL"
"19.85","Michael Johnson","USA","Oslo","1996-07-05","men","200m","NULL"
"7:53.63","Saif Saaeed Shaheen","QAT","Bruxelles (Boudewijnstadion)","2004-09-03","men","3000h","NULL"
"7:53.64","Brimin Kiprop Kipruto","KEN","Monaco (Stade Louis II)","2011-07-22","men","3000h","NULL"
"7:54.31","Paul Kipsiele Koech","KEN","Roma (Stadio Olimpico)","2012-05-31","men","3000h","NULL"
"7:55.28","Brahim Boulami","MAR","Bruxelles","2001-08-24","men","3000h","NULL"
"7:55.51","Saif Saaeed Shaheen","QAT","Bruxelles (Boudewijnstadion)","2005-08-26","men","3000h","NULL"
"7:55.72","Bernard Barmasai","KEN","Köln","1997-08-24","men","3000h","NULL"
"7:55.76","Ezekiel Kemboi","KEN","Monaco (Stade Louis II)","2011-07-22","men","3000h","NULL"
"7:56.16","Moses Kiptanui","KEN","Köln","1997-08-24","men","3000h","NULL"
"7:56.32","Saif Saaeed Shaheen","QAT","Athína (Olympic Stadium)","2006-07-03","men","3000h","NULL"
"7:56.34","Saif Saaeed Shaheen","QAT","Roma (Stadio Olimpico)","2005-07-08","men","3000h","NULL"
